1 50.7 50.8 51.5 51.6 51.9 0 
2 52.2 51.8 52.5 52.5 51.9 0
3 52.7 53.5 52.6 52.9 51.9 0
4 53.0 52.3 53.0 52.8 51.9 0
5 52.7 52.4 53.2 53.0 51.9 0
