1 30.0 29.6 27.9 25.9 30.2 0
2 30.9 31.4 31.9 30.8 30.2 0
3 31.7 32.0 31.1 32.0 30.2 0
4 32.0 31.4 31.9 31.6 30.2 0
5 31.9 31.0 31.6 31.6 30.2 0
