1 68.8 69.2 68.3 67.4 54.4 61.0
2 66.6 67.0 66.2 66.7 54.4 60.5
3 72.7 70.3 72.5 70.4 54.4 62.2
4 70.3 68.8 68.4 67.3 54.4 58.3
5 69.6 70.4 68.5 68.1 54.4 61.2
