1 32.5 36.5 30.4 30.4 29.6 33.0
2 35.0 38.3 30.4 28.3 29.6 32.8
3 36.8 40.6 30.4 29.4 29.6 34.4
4 37.5 36.8 30.2 28.3 29.6 31.6
5 35.3 37.6 30.1 32.6 29.6 34.3
