1 52.4 51.7 51.6 51.9 51.7
2 52.6 53.0 52.5 53.5 51.7
3 54.0 54.2 52.6 52.8 51.7
4 53.2 53.3 52.4 53.2 51.7
5 53.9 53.8 53.4 53.9 51.7
