1 56.2 58.4 56.7 51.9 51.7
2 52.6 59.4 52.5 53.5 51.7
3 54.0 58.8 52.6 52.8 51.7
4 53.2 58.8 52.4 53.2 51.7
5 53.9 59.3 52.4 53.9 51.7
