1 44.5 43.5 44.3 41.0 43.4
2 42.9 43.2 41.0 41.0 43.4
3 43.4 43.7 41.0 41.8 43.4
4 42.3 43.8 41.0 41.0 43.4
5 41.0 43.5 41.0 41.0 43.4
