1 61.2 52.1 61.4 55.3 54.4
2 65.5 53.7 61.3 54.5 54.4
3 64.3 54.0 62.3 55.9 54.4
4 58.6 54.5 59.1 53.4 54.4
5 59.9 54.2 62.5 52.2 54.4
