1 61.2 52.1 55.3 61.4 54.4
2 65.5 53.7 54.5 61.3 54.4
3 64.3 54.0 55.9 62.3 54.4
4 58.6 54.5 53.4 59.1 54.4
5 59.9 54.2 52.2 62.5 54.4
