1 23.2 22.6 20.7 19.3 23.6 20
2 24.7 25.8 25.2 24.7 23.6 20
3 26.0 26.1 25.3 25.9 23.6 20
4 25.8 25.7 25.7 25.2 23.6 20
5 26.1 25.0 25.4 25.6 23.6 20
